playlistName,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
0,0.885,0.581,11,-8.813,0.0378,0.427,0.000204,0.0759,0.728,114.016
0,0.793,0.859,0,-3.774,0.0332,0.266,0.000356,0.133,0.964,129.911
0,0.676,0.794,2,-4.099,0.0265,0.0123,0.0,0.275,0.662,119.983
0,0.695,0.884,6,-2.278,0.0753,0.0561,0.0,0.213,0.914,103.014
0,0.548,0.532,5,-7.596,0.0323,0.186,0.000263,0.217,0.405,85.03
0,0.512,0.483,0,-7.798,0.0298,0.00304,0.0011,0.12,0.367,160.009
0,0.803,0.682,8,-3.459,0.037,0.0516,0.000223,0.0456,0.926,106.431
0,0.706,0.824,0,-7.959,0.0694,0.355,0.000133,0.111,0.86,94.98
0,0.532,0.869,11,-5.094,0.172,0.157,0.00508,0.136,0.422,159.803
0,0.508,0.72,11,-5.908,0.0628,0.272,0.0,0.0563,0.472,79.983
0,0.667,0.719,7,-5.371,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021
0,0.657,0.941,8,-3.919,0.061,0.0476,0.0,0.0797,0.879,136.202
0,0.348,0.88,2,-7.366,0.0978,0.128,0.0,0.357,0.606,101.185
0,0.391,0.396,1,-8.621,0.189,0.702,0.405,0.315,0.199,99.112
0,0.259,0.437,11,-6.589,0.0386,0.102,1.32e-06,0.106,0.0951,180.042
0,0.674,0.428,7,-9.504,0.122,0.121,0.0,0.132,0.337,84.878
0,0.715,0.791,10,-6.63,0.0414,0.0368,0.0,0.0694,0.879,116.043
0,0.826,0.53,6,-7.876,0.064,0.338,2.58e-05,0.112,0.554,119.03
0,0.774,0.753,4,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002
0,0.628,0.882,1,-5.024,0.0323,0.259,0.0,0.065,0.853,95.083
0,0.673,0.886,1,-4.44,0.0431,0.185,0.0,0.0826,0.795,97.012
0,0.743,0.752,4,-4.813,0.0414,0.0188,0.0,0.287,0.545,110.015
0,0.671,0.701,6,-5.035,0.0288,0.0607,2.7e-06,0.163,0.585,131.977
0,0.753,0.931,2,-4.922,0.0652,0.00994,0.00696,0.234,0.767,113.029
0,0.594,0.905,7,-4.921,0.0851,0.0127,0.0,0.0514,0.559,109.928
0,0.692,0.856,0,-4.816,0.127,0.00763,1.89e-05,0.305,0.686,93.975
0,0.659,0.667,11,-4.668,0.0339,0.00173,2.85e-05,0.1,0.468,115.982
0,0.73,0.729,4,-3.434,0.0884,0.167,1.39e-06,0.349,0.467,113.011
0,0.7,0.49,0,-5.187,0.076,0.186,0.0,0.117,0.569,79.982
0,0.604,0.466,0,-10.093,0.0315,0.649,0.0334,0.093,0.499,120.045
0,0.878,0.525,5,-6.832,0.0578,0.183,0.0,0.0714,0.694,112.022
0,0.664,0.705,1,-4.972,0.0382,0.0654,0.0,0.118,0.477,122.016
0,0.69,0.578,6,-7.436,0.0929,0.167,0.0,0.305,0.416,99.961
0,0.632,0.856,10,-3.463,0.0348,0.0624,0.0,0.347,0.867,119.397
0,0.773,0.758,1,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033
0,0.819,0.784,1,-6.524,0.0435,0.222,0.00786,0.0809,0.831,99.989
0,0.699,0.729,9,-6.325,0.0976,0.133,0.0,0.0459,0.425,99.81
0,0.825,0.663,2,-9.414,0.0687,0.423,0.415,0.286,0.417,116.051
0,0.728,0.783,11,-4.424,0.266,0.237,0.0,0.434,0.555,77.011
0,0.623,0.901,10,-4.402,0.182,0.0785,0.0,0.0251,0.896,179.985
0,0.58,0.816,5,-8.381,0.142,0.347,1.76e-06,0.495,0.419,103.935
0,0.772,0.65,6,-5.202,0.0306,0.107,1.13e-06,0.0905,0.262,125.083
0,0.733,0.71,5,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975
0,0.807,0.887,9,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.052
0,0.761,0.525,11,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87
0,0.648,0.585,7,-8.179,0.0985,0.0978,0.0,0.318,0.505,110.03
0,0.872,0.872,1,-6.328,0.139,0.0476,0.00112,0.0543,0.809,116.948
0,0.88,0.445,11,-6.154,0.066,0.515,4.57e-06,0.102,0.787,138.048
0,0.559,0.777,1,-5.031,0.0432,0.31,0.0,0.105,0.329,87.016
0,0.696,0.925,3,-2.542,0.0399,0.0034,0.0269,0.818,0.904,127.539
0,0.763,0.875,9,-5.797,0.0262,0.024,5.41e-06,0.599,0.8,123.013
0,0.575,0.821,0,-5.7,0.0527,0.181,0.0,0.124,0.449,118.021
0,0.583,0.706,10,-5.603,0.0348,0.276,1.7e-05,0.0922,0.369,122.142
0,0.664,0.965,3,-3.469,0.0351,0.0111,0.00144,0.0778,0.435,127.994
0,0.562,0.934,5,-5.562,0.0607,0.00211,0.0,0.199,0.558,103.042
0,0.608,0.785,11,-5.346,0.0472,0.00173,0.0,0.0762,0.806,117.983
0,0.486,0.814,11,-5.225,0.0405,0.0147,1.72e-06,0.0935,0.278,127.915
0,0.672,0.804,6,-5.746,0.0344,0.00387,0.0,0.0577,0.57,123.986
0,0.671,0.939,8,-3.206,0.161,0.191,0.0,0.298,0.53,129.024
0,0.673,0.758,7,-3.632,0.158,0.039,0.0,0.341,0.542,135.956
0,0.307,0.433,1,-10.057,0.029,0.388,9.08e-05,0.332,0.224,160.9
0,0.611,0.75,11,-5.053,0.0564,0.000512,0.0,0.103,0.838,117.953
0,0.753,0.689,10,-4.701,0.0369,0.00474,1.4e-05,0.0956,0.757,122.032
0,0.659,0.911,4,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999
0,0.447,0.848,2,-6.175,0.222,0.033,7.45e-05,0.65,0.485,172.247
0,0.414,0.857,0,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024
0,0.754,0.734,7,-4.289,0.0316,0.0885,0.0,0.13,0.704,120.068
0,0.757,0.825,7,-4.062,0.0701,0.0398,2.63e-06,0.0798,0.446,95.01
0,0.621,0.923,2,-3.124,0.0321,0.00645,7.28e-05,0.108,0.716,127.973
0,0.708,0.771,5,-6.99,0.131,0.209,5.32e-06,0.277,0.494,128.013
0,0.832,0.876,6,-5.124,0.205,0.173,0.737,0.162,0.635,120.057
0,0.734,0.637,4,-5.677,0.141,0.0462,2.29e-05,0.0602,0.648,169.977
0,0.596,0.897,10,-2.94,0.0462,0.0641,5.24e-05,0.0628,0.578,118.0
0,0.653,0.658,2,-6.428,0.0304,0.0215,1.66e-06,0.0939,0.219,99.99
0,0.651,0.719,8,-5.804,0.0318,0.143,3.62e-05,0.0948,0.81,103.981
0,0.672,0.809,11,-5.704,0.0595,0.325,0.0,0.336,0.88,133.036
0,0.352,0.911,1,-5.23,0.0747,0.00121,0.0,0.0995,0.236,148.033
0,0.719,0.861,5,-6.982,0.0402,0.0447,0.00989,0.219,0.948,121.491
0,0.331,0.943,4,-3.188,0.0698,0.00721,2.06e-06,0.242,0.296,94.612
0,0.744,0.502,5,-7.719,0.0359,0.183,0.000228,0.189,0.66,112.344
0,0.715,0.931,7,-3.793,0.0565,0.171,0.0,0.0757,0.742,120.025
0,0.748,0.786,4,-7.788,0.0641,0.328,0.0,0.34,0.917,104.833
0,0.708,0.524,6,-9.41,0.0369,0.0955,0.339,0.155,0.757,142.875
0,0.573,0.739,0,-5.74,0.129,0.0285,0.0,0.111,0.451,97.085
0,0.783,0.592,11,-8.332,0.0331,0.435,4.15e-06,0.347,0.726,120.018
0,0.699,0.732,8,-6.307,0.0304,0.0771,0.00198,0.131,0.676,120.028
0,0.907,0.611,10,-4.588,0.0923,0.0211,3.21e-05,0.0317,0.926,125.982
0,0.601,0.951,1,-5.874,0.111,0.0741,0.000831,0.39,0.559,165.528
0,0.467,0.958,4,-4.808,0.0775,0.000479,0.199,0.299,0.701,145.92
0,0.635,0.95,0,-2.41,0.0413,0.00985,0.0,0.0529,0.604,148.006
0,0.737,0.858,8,-3.589,0.0527,0.0124,0.0,0.382,0.919,144.991
0,0.761,0.815,0,-3.023,0.0953,0.0078,2.08e-06,0.24,0.717,124.056
0,0.885,0.579,11,-5.14,0.0596,0.00318,0.0,0.0708,0.817,123.038
0,0.857,0.666,11,-3.57,0.0738,0.0425,0.0,0.248,0.759,122.045
0,0.776,0.923,2,-1.749,0.0682,0.0651,0.0,0.112,0.841,122.971
0,0.788,0.731,4,-6.082,0.047,0.0615,0.0,0.0997,0.258,127.03
0,0.665,0.397,4,-8.96,0.0536,0.913,0.00113,0.112,0.883,97.463
0,0.544,0.579,8,-8.52,0.0712,0.193,1.43e-05,0.117,0.294,109.769
0,0.52,0.818,5,-3.94,0.0433,0.000372,0.0,0.373,0.526,101.965
0,0.633,0.927,2,-4.468,0.0839,0.0267,0.0,0.0986,0.88,146.097
0,0.457,0.757,1,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961
0,0.512,0.692,8,-5.011,0.0335,0.00548,1.27e-05,0.681,0.0872,114.9
0,0.743,0.485,0,-9.604,0.0452,0.821,0.0,0.0817,0.512,101.975
0,0.664,0.642,6,-5.961,0.038,0.129,0.0,0.114,0.501,118.002
0,0.63,0.696,10,-4.501,0.0242,0.144,0.0,0.0835,0.491,94.034
0,0.789,0.628,1,-6.26,0.0363,0.119,4.23e-05,0.0803,0.823,123.936
0,0.5,0.501,0,-8.284,0.0376,0.462,0.0,0.26,0.623,144.438
0,0.749,0.491,10,-9.655,0.0403,0.02,0.00899,0.159,0.536,119.528
0,0.573,0.902,6,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412
0,0.733,0.71,5,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975
0,0.692,0.711,0,-7.498,0.0317,0.225,0.0,0.12,0.875,125.135
0,0.65,0.82,5,-10.9,0.0356,0.0662,0.00272,0.215,0.757,135.982
0,0.704,0.874,11,-10.801,0.0568,0.0706,4.84e-06,0.0947,0.939,146.989
0,0.721,0.939,8,-11.823,0.0376,0.115,3.79e-05,0.108,0.914,113.309
0,0.71,0.799,6,-4.897,0.0328,0.22,0.000602,0.349,0.725,120.372
0,0.671,0.373,9,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718
0,0.62,0.573,0,-11.893,0.0423,0.271,0.0,0.0607,0.897,81.548
0,0.567,0.943,6,-7.992,0.0387,0.0312,0.0965,0.544,0.965,128.207
0,0.617,0.533,3,-11.516,0.0651,0.0891,4.04e-06,0.0415,0.835,158.86
0,0.703,0.826,10,-7.179,0.0341,0.0322,0.00629,0.179,0.945,103.564
0,0.867,0.517,11,-13.222,0.0875,0.00456,0.000339,0.0864,0.866,133.148
0,0.612,0.675,9,-15.995,0.0398,0.0234,1e-05,0.0471,0.883,150.058
0,0.763,0.777,5,-6.932,0.0364,0.281,0.79,0.134,0.929,124.431
0,0.815,0.438,0,-14.522,0.0346,0.216,0.000466,0.0787,0.552,108.965
0,0.596,0.869,10,-11.97,0.037,0.0116,0.173,0.0678,0.944,109.902
0,0.709,0.824,1,-8.824,0.0453,0.207,0.000307,0.0888,0.867,118.818
0,0.529,0.843,6,-6.908,0.0616,0.0628,0.000827,0.0608,0.188,117.662
0,0.68,0.678,1,-11.548,0.0754,0.103,0.00828,0.204,0.251,131.165
0,0.574,0.628,2,-8.815,0.036,0.13,0.0,0.271,0.803,153.119
0,0.638,0.988,1,-5.042,0.0921,0.0302,1.16e-05,0.371,0.723,117.955
0,0.742,0.883,0,-3.419,0.0329,0.333,7.51e-06,0.0964,0.978,136.506
0,0.689,0.694,6,-5.83,0.027,0.257,0.0,0.148,0.482,99.039
0,0.751,0.834,1,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053
0,0.724,0.81,9,-8.532,0.0404,0.556,0.00659,0.489,0.738,117.423
0,0.694,0.831,9,-7.288,0.0301,0.165,0.000892,0.25,0.98,125.901
0,0.56,0.825,2,-6.711,0.0347,0.000785,0.00246,0.0892,0.74,142.669
0,0.684,0.573,5,-12.3,0.0261,0.318,0.028,0.306,0.716,107.363
0,0.572,0.654,7,-7.027,0.0344,0.0058,3.21e-06,0.09,0.399,122.491
0,0.838,0.794,9,-8.245,0.0531,0.22,0.0,0.0575,0.962,132.446
0,0.432,0.234,0,-14.25,0.0357,0.532,2.91e-06,0.0785,0.316,189.882
0,0.885,0.664,1,-11.795,0.0524,0.145,0.0483,0.0767,0.906,121.632
0,0.835,0.792,7,-6.995,0.0614,0.0282,0.0003,0.11,0.815,119.941
0,0.834,0.633,4,-11.442,0.0422,0.0631,5e-05,0.313,0.904,123.815
0,0.743,0.836,2,-6.465,0.116,0.0804,0.0,0.384,0.82,113.375
0,0.649,0.647,9,-7.695,0.0452,0.0039,0.161,0.0686,0.405,125.02
0,0.759,0.699,0,-5.745,0.0307,0.202,0.000131,0.443,0.907,92.96
0,0.768,0.864,11,-6.145,0.0324,0.101,0.0,0.162,0.891,110.008
0,0.87,0.699,5,-5.541,0.0459,0.245,6.76e-06,0.0588,0.726,126.967
0,0.524,0.882,5,-3.038,0.0367,0.108,1.1e-06,0.071,0.399,119.94
0,0.666,0.785,4,-5.37,0.0308,0.0981,0.0198,0.434,0.549,122.973
0,0.64,0.852,1,-8.119,0.0345,0.0243,1.82e-06,0.0497,0.793,122.902
0,0.867,0.538,2,-16.183,0.361,0.242,1.75e-05,0.316,0.781,158.328
0,0.388,0.338,10,-10.054,0.0329,0.652,3.73e-06,0.248,0.478,177.765
0,0.547,0.82,8,-6.728,0.0805,0.261,0.0,0.3,0.933,118.208
0,0.523,0.762,4,-8.669,0.0346,0.0308,0.0,0.0675,0.881,128.064
0,0.836,0.509,0,-13.668,0.0548,0.467,4.1e-06,0.0436,0.949,138.714
0,0.731,0.804,11,-7.621,0.0473,0.172,0.00028,0.0685,0.957,107.383
0,0.532,0.729,10,-6.84,0.0474,0.382,0.0,0.366,0.595,121.97
0,0.771,0.655,3,-10.842,0.0372,0.152,0.00197,0.0685,0.97,119.747
0,0.625,0.726,11,-11.402,0.0444,0.0158,0.000169,0.0625,0.507,124.945
0,0.663,0.475,1,-8.834,0.0417,0.643,0.0,0.122,0.644,143.175
0,0.666,0.788,2,-7.02,0.0276,0.0884,0.0628,0.298,0.675,111.257
0,0.489,0.483,9,-9.466,0.0275,0.42,0.0028,0.236,0.333,136.822
0,0.48,0.868,9,-7.489,0.0406,0.0237,7.95e-05,0.99,0.961,188.915
0,0.72,0.521,7,-12.468,0.0302,0.705,0.36,0.214,0.823,106.055
0,0.82,0.452,1,-9.796,0.0348,0.543,0.00294,0.0714,0.74,117.401
0,0.615,0.836,7,-4.648,0.0419,0.0788,0.0,0.62,0.877,123.005
0,0.768,0.852,4,-6.215,0.038,0.214,7.36e-05,0.0723,0.867,128.373
0,0.663,0.838,0,-5.744,0.0286,0.2,0.000177,0.0782,0.752,112.788
0,0.687,0.852,11,-5.538,0.0351,0.104,0.00866,0.0596,0.766,129.981
0,0.535,0.716,4,-5.025,0.0431,0.326,0.0,0.659,0.901,94.379
0,0.575,0.555,4,-7.495,0.0453,0.103,1.3e-06,0.111,0.504,95.361
0,0.404,0.822,4,-7.296,0.0422,0.0269,6.65e-05,0.106,0.285,158.613
0,0.586,0.7,0,-9.558,0.0363,0.0589,0.00125,0.0318,0.897,147.245
0,0.583,0.905,2,-6.132,0.0733,0.0984,0.00019,0.0593,0.646,173.982
0,0.618,0.648,2,-7.098,0.0287,0.00416,0.0668,0.171,0.346,129.917
0,0.726,0.449,0,-9.206,0.0286,0.487,1.34e-06,0.0824,0.294,130.388
0,0.697,0.669,6,-12.723,0.0406,0.0404,0.00897,0.0654,0.486,108.506
0,0.417,0.377,3,-8.726,0.0281,0.63,0.000202,0.108,0.383,97.854
0,0.668,0.26,7,-14.256,0.0523,0.453,0.0,0.0621,0.368,119.416
0,0.584,0.367,6,-9.638,0.0328,0.55,1.38e-05,0.0818,0.588,120.175
0,0.381,0.0251,10,-19.128,0.0327,0.935,0.00109,0.099,0.173,85.968
0,0.666,0.855,9,-5.051,0.0295,0.179,1.2e-06,0.0987,0.803,125.639
0,0.309,0.649,7,-8.994,0.035,0.0158,0.00591,0.367,0.312,166.915
0,0.557,0.74,6,-10.999,0.0879,0.0018,0.422,0.148,0.801,114.379
0,0.568,0.75,2,-8.913,0.0466,0.0731,0.0,0.121,0.407,75.82
0,0.504,0.904,6,-6.863,0.179,0.356,0.121,0.14,0.772,176.808
0,0.724,0.891,11,-7.818,0.0995,0.00344,4.72e-05,0.3,0.818,103.022
0,0.668,0.73,10,-7.182,0.0366,0.225,0.0,0.188,0.894,92.049
0,0.412,0.842,4,-6.826,0.0763,0.115,0.0133,0.0738,0.382,132.534
0,0.307,0.433,1,-10.057,0.029,0.388,9.08e-05,0.332,0.224,160.9
0,0.526,0.64,10,-6.374,0.0472,0.365,1.3e-06,0.0958,0.622,117.132
0,0.448,0.691,7,-6.957,0.0286,0.286,0.00111,0.945,0.633,88.836
0,0.401,0.381,2,-7.458,0.0274,0.7,0.0,0.122,0.229,75.454
0,0.53,0.562,4,-13.018,0.0409,0.613,1.37e-06,0.257,0.697,121.081
0,0.257,0.338,4,-12.902,0.0357,0.736,0.0,0.252,0.544,207.356
0,0.744,0.502,5,-7.719,0.0359,0.183,0.000228,0.189,0.66,112.344
0,0.733,0.726,7,-6.514,0.0371,0.379,2.58e-06,0.471,0.915,120.814
0,0.399,0.239,7,-17.123,0.0407,0.557,0.000203,0.121,0.147,166.419
0,0.543,0.87,9,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804
0,0.758,0.612,0,-11.403,0.0598,0.281,0.00288,0.0954,0.822,106.945
0,0.746,0.76,2,-6.009,0.105,0.0342,2.18e-05,0.31,0.902,128.976
0,0.823,0.743,0,-13.98,0.0316,0.00559,0.0306,0.0707,0.966,120.471
0,0.719,0.547,10,-13.19,0.0362,0.0679,2.93e-06,0.229,0.554,121.724
0,0.609,0.777,4,-7.548,0.0487,0.0862,1.16e-05,0.278,0.852,122.612
0,0.559,0.473,5,-7.712,0.0279,0.446,0.00141,0.154,0.397,121.227
0,0.531,0.481,4,-11.709,0.06,0.699,0.0,0.0842,0.491,138.45
0,0.456,0.233,8,-12.634,0.0255,0.433,6.42e-05,0.0538,0.424,75.174
0,0.333,0.28,1,-12.87,0.032,0.427,1.88e-06,0.13,0.276,130.876
0,0.701,0.944,4,-2.986,0.0455,0.0755,0.0,0.601,0.792,128.993
0,0.671,0.712,2,-7.815,0.0476,0.429,0.0,0.103,0.462,113.805
0,0.759,0.85,4,-7.156,0.0418,0.456,1.72e-06,0.488,0.963,149.211
0,0.431,0.723,8,-5.887,0.0568,0.145,0.0,0.374,0.19,130.141
0,0.45,0.914,2,-5.4,0.0607,0.0305,1.42e-05,0.152,0.904,162.487
0,0.768,0.829,5,-5.109,0.0313,0.0964,2.92e-05,0.097,0.962,118.773
0,0.764,0.626,0,-8.274,0.0288,0.457,6.35e-06,0.201,0.961,118.34
0,0.363,0.716,4,-4.829,0.0383,0.55,0.0,0.115,0.372,179.407
0,0.282,0.526,9,-5.709,0.0337,0.617,0.0,0.0591,0.679,185.638
0,0.473,0.603,8,-6.242,0.0291,0.185,9.24e-05,0.566,0.352,136.104
0,0.704,0.707,0,-7.33,0.0321,0.262,4.41e-06,0.039,0.717,131.015
0,0.837,0.751,4,-8.245,0.0377,0.122,0.0,0.0582,0.964,120.196
0,0.71,0.625,0,-8.587,0.0402,0.489,0.0,0.439,0.814,107.618
0,0.748,0.923,4,-3.165,0.057,0.0801,0.0,0.423,0.757,131.76
0,0.668,0.677,4,-9.64,0.0275,0.542,4.7e-05,0.361,0.811,102.407
0,0.617,0.519,10,-11.411,0.0404,0.292,0.0,0.411,0.692,121.35
0,0.489,0.867,4,-4.083,0.0341,0.49,0.0,0.154,0.559,132.103
0,0.466,0.365,0,-12.641,0.0296,0.374,0.0,0.105,0.328,86.642
0,0.587,0.411,11,-7.6,0.0423,0.632,0.0,0.209,0.198,133.931
0,0.394,0.533,4,-9.648,0.0393,0.474,1.42e-06,0.19,0.422,134.955
0,0.502,0.447,4,-7.831,0.0282,0.813,0.0,0.109,0.49,110.406
0,0.565,0.67,9,-6.183,0.0368,0.0963,1.59e-06,0.117,0.415,122.021
0,0.44,0.517,0,-7.358,0.0358,0.353,0.0,0.33,0.487,109.222
0,0.593,0.422,0,-10.789,0.0274,0.21,0.0515,0.119,0.315,130.18
0,0.348,0.176,5,-18.279,0.0336,0.863,0.0,0.338,0.396,158.417
0,0.249,0.558,5,-6.097,0.0333,0.561,0.00192,0.289,0.477,77.646
0,0.39,0.639,9,-5.145,0.0296,0.61,0.0,0.15,0.17,72.199
0,0.452,0.655,11,-10.674,0.0457,0.00242,0.577,0.151,0.205,136.593
0,0.454,0.83,4,-7.984,0.12,0.325,0.0,0.166,0.597,112.112
0,0.475,0.745,2,-9.962,0.0778,0.367,5.36e-06,0.36,0.328,104.916
0,0.357,0.238,2,-14.164,0.0388,0.631,0.0,0.366,0.288,109.225
0,0.632,0.931,6,-4.675,0.0463,0.228,0.0,0.0608,0.943,95.636
0,0.297,0.49,0,-5.942,0.0664,0.392,0.0,0.283,0.196,74.504
0,0.327,0.869,8,-4.385,0.0402,0.42,2.8e-05,0.66,0.66,84.394
0,0.544,0.469,5,-8.783,0.0343,0.424,0.0,0.186,0.524,80.549
0,0.46,0.775,0,-6.577,0.0822,0.481,2.94e-06,0.056,0.517,72.381
0,0.595,0.918,2,-4.166,0.0566,5.62e-05,0.0,0.0911,0.604,116.94
0,0.404,0.696,11,-6.553,0.0458,0.401,0.0,0.129,0.36,180.037
0,0.481,0.391,2,-10.634,0.0298,0.191,9.64e-06,0.201,0.357,89.889
0,0.413,0.142,9,-15.019,0.0419,0.759,3.19e-06,0.142,0.164,123.487
0,0.355,0.544,2,-7.351,0.0346,0.801,0.0107,0.138,0.309,129.79
0,0.5,0.477,8,-9.724,0.0244,0.0348,9.82e-05,0.27,0.438,161.455
0,0.553,0.665,5,-4.749,0.0278,0.123,4.8e-05,0.12,0.327,139.885
0,0.686,0.535,2,-7.671,0.028,0.291,0.000146,0.126,0.511,143.915
0,0.633,0.794,2,-9.189,0.0507,0.479,0.000113,0.0804,0.754,100.813
0,0.617,0.565,4,-10.646,0.0299,0.492,0.0,0.114,0.461,148.013
0,0.566,0.47,7,-7.346,0.0317,0.737,0.0,0.109,0.292,79.912
0,0.55,0.555,4,-3.304,0.0286,0.715,0.0,0.1,0.222,116.056
